10934,EMPLOYEE USING NAIL GUN PUNCTURES FINGER,"PUNCTURE,NAIL,INSTALLING,INFECTION,WOOD ERECTION,CARPENTER,CONSTRUCTION,HAND TOOL,FINGER,SAFETY LATCH","Misjudgment, Hazardous Situation"
10956,EMPLOYEE SUFFERS SEVERE BODY DAMAGE DUE TO AIR PRESSURE RELE,"COMPRESSED GAS,GAS,OIL WELL DRILLING,AIR PRESSURE","Misjudgment, Hazardous Situation"
10957,EMPLOYEE FALLS FROM HEIGHTS AND IS KILLED,FALL,Other
10962,EMPLOYEE'S FOOT IS CRUSHED BETWEEN TWO PALLET JACKS,"STRUCK BY,CAUGHT BETWEEN,FOOT,INDUSTRIAL TRUCK,CRUSHED",Position Inappropriate For Task
10965,"EMPLOYEE IS STRUCK IN FACE BY HOSPITALIZED PATIENT, INJURING","STRUCK BY,EYE,FACE,FRACTURE,ABRASION",Other
10982,EMPLOYEE IS CRUSHED BETWEEN A METAL BEAM AND BALER HOPPER,"BALER,CRUSHED",Lockout/Tagout Procedure Malfunction
10986,EMPLOYEE'S HAND IS CAUGHT BETWEEN A CONVEYOR BELT AND FIXED ,"ROLLER--MACH/PART,HAND,AMPUTATED,CONVEYOR,CONVEYOR BELT,FINGER,CAUGHT BETWEEN","Misjudgment, Hazardous Situation"
11001,EMPLOYEE FOUND DEAD INSIDE A TRAILER,CARDIOVASC DISEASE,Other
11008,EMPLOYEE'S INJURED WHEN CAUGHT BETWEEN BLOW OUT PREVENTER AN,"CRUSHING,FRACTURE,HAND,ELEVATOR",Other
11035,EMPLOYEE'S FINGER IS CAUGHT IN DOUGH MACHINE AND IS BROKEN,"FINGER,FOOD PREPARATION,LOCKOUT/TAGOUT,MACHINE GUARDING",Insufficient /Lack/Engineering Controls
11051,EMPLOYEE FALLS FROM ROOF AND IS KILLED,"CONSTRUCTION,ROOF,INSTALLING,FALL PROTECTION,FLOOR OPENING,FALL",Insufficient /Lack/Protective Work Clothing/Equipment
11062,EMPLOYEE STRUCK AND KILLED BY FALLING PIPE WHILE UNLOADING P,"PIPE,TRAILER,FALLING OBJECT",Insufficient /Lack/Engineering Controls
11070,EMPLOYEE IS STRUCK AND KILLED BY AUTOMOBILE WHILE PERFORMING,"CRUSHING,MOTOR VEHICLE,STRUCK BY,AUTOMOBILE,CONSTRUCTION",Other
11141,TWO BRIDGE PAINTERS SUSTAIN MULTIPLE INJURIES WHEN ONE FALLS,"PAINTER,BRIDGE,CONTUSION,FLOOR OPENING,FALL PROTECTION,FRACTURE,FACE,FALL,CONSTRUCTION,BRAIN",Other
11153,EMPLOYEE IS BURNED TO DEATH WHEN TREATER SHACK CATCHES FIRE.,"BURN,FIRE,OIL WELL DRILLING/SERVICING,EXPLOSION","Misjudgment, Hazardous Situation"
11158,EMPLOYEE WAS CRUSHED BY TRAILER WHEN DISCONNECTING FROM A TR,"ACCESS/EGRESS,STRUCK BY,TRAILER TRUCK,RIDING ON EQUIPMENT,HYDRAULIC LIFT,DISCONNECTING MEANS,TRUCK,TRAILER,CRUSHING,SUSPENDED LOAD,CAUGHT IN",Other
11159,EMPLOYEE STRUCK BY FRONT END LOADER AND IS INJURED,"STRUCK BY,FRONT END LOADER,LEG,FRACTURE",Safety Devices Removed/Inoperable
11168,EMPLOYEE IS CRUSHED AND KILLED BY LOGGING EQUIPMENT,"PINNED,LOGGING,EQUIPMENT OPERATOR,CRUSHED,FALLING OBJECT,EQUIPMENT FAILURE",Lockout/Tagout Procedure Malfunction
11177,EMPLOYEE IS KILLED WHEN STRUCK BY FALLING DEBRIS DURING DEMO,"STRUCK BY,DUMPSTER,DEMOLITION,FALLING OBJECT",Equipment Inappropriate For Operation
11187,WORKER FALLS FROM COLLAPSING SCAFFOLD AND SUSTAINS MULTIPLE ,"RIB,CARPENTER,COLLARBONE,FALL,FRACTURE,RESIDENTIAL CONSTRUCTION,SCAFFOLD,LADDER JACK SCAFFOLD,FALL PROTECTION,CONSTRUCTION",Position Inappropriate For Task
11252,WORKER IS STRUCK AND KILLED BY BACKHOE BUCKET,"PINNED,STRUCK BY,BACKHOE BUCKET,CONSTRUCTION VEHICLE,UNTRAINED,TRENCH","Misjudgment, Hazardous Situation"
11261,EMPLOYEE IS KILLED IN OXYGEN DEFICIENT LOCATION,"OXYGEN,TOXIC ATMOSPHERE,PPE,CARBON DIOXIDE,CONFINED SPACE,ASPHYXIATED","Misjudgment, Hazardous Situation"
11281,EMPLOYEE IS KILLED WHEN THROWN FROM BUS BY RELEASE OF CYLIND,"PRESSURE RELEASE,FALL,DRILL","Misjudgment, Hazardous Situation"
11283,EMPLOYEE SUFFERS SEVERE BURNS TO BODY AND DIES,"BURN,CONSTRUCTION,AGRICULTURE",Other
11325,EMPLOYEE IS CRUSHED BY TOPPLED FORKLIFT AND IS KILLED,"PINNED,POWERED INDUSTRIAL VEHICLE,CRUSHED",Equipment Inappropriate For Operation
11349,EMPLOYEE ENTANGLED WITHIN ROTATION SCRAPPERS AND IS KILLED.,"STRUCK BY,SCRAPER,CAUGHT BY,ROTATING PARTS","Misjudgment, Hazardous Situation"
11351,EMPLOYEE IS STUCK AND KNOCKED OFF TRAILER BY LOGGING GRAPPLE,"STRUCK BY,CRANE,FOREHEAD","Misjudgment, Hazardous Situation"
11378,WORKER IS KILLED IN FALL FROM SCAFFOLD,"STRUCK AGAINST,CONSTRUCTION,UNSTABLE POSITION,FALL,FALL PROTECTION,SCAFFOLD,POWERED INDUSTRIAL VEHICLE,ELEVATED WORK PLAT",Equipment Inappropriate For Operation
11391,EMPLOYEE FALLS AND IS KILLED,"UNSTABLE POSITION,ELEVATED WORK PLATFORM,LOST BALANCE,GUARDRAIL,FALL,VERTEBRA",Equipment Inappropriate For Operation
11400,EMPLOYEE IS KILLED WHEN STRUCK BY TREE LIMB,"STRUCK BY,TREE LIMB,FALLING OBJECT,TREE,TRACTOR","Misjudgment, Hazardous Situation"
11422,EMPLOYEE IS KILLED IN FALL FROM ATTIC.,"ATTIC,FALL,MAINTENANCE,LOST BALANCE",Other
11433,EMPLOYEE FALLS FROM LADDER AND SUSTAINS FRACTURES RIBS,"STRUCK AGAINST,CONCRETE SLAB,UNSTABLE POSITION,FALL,LADDER,LOST BALANCE,FALL PROTECTION","Misjudgment, Hazardous Situation"
11440,EMPLOYEE IS STRUCK AND KILLED BY VEHICLE AT INTERSECTION,"STRUCK BY,RUN OVER,MOTOR VEHICLE",Equipment Inappropriate For Operation
11443,EMPLOYEE FALLS FROM LADDER AND IS KILLED,"FALL,FLATBED TRUCK,LADDER,HEAD",Insufficient /Lack/Engineering Controls
11467,EMPLOYEE IS FOUND UNRESPONSIVE AND DIES FROM HEART ATTACK,"ELECTRICIAN,HEART ATTACK",Other
11471,EMPLOYEE IS CRUSHED BETWEEN TWO TRAILERS AND IS KILLED,"CAUGHT IN,MOTOR VEHICLE,AIR PRESSURE,TRACTOR TRAILER,STRUCK BY,CRUSHING","Misjudgment, Hazardous Situation"
11476,WORKER HANDLING CONTAINER OF HOT OIL SUSTAINS BURNS,"STRUCK BY,BURN,VALVE,FLOWING MATERIAL,FOOD PREPARATION,OIL DRUM,OPEN VALVE,OIL TANK,HOSE,HEAT","Misjudgment, Hazardous Situation"
11522,EMPLOYEE IS KILLED WHEN CAUGHT BY ROLLERS IN MACHINE,"CAUGHT IN,ROLLER--MACH/PART,UNGUARDED LIVE PARTS,CONVEYOR,CRUSHED,LOCKOUT/TAGOUT,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,ARM",Other
11524,ONE EMPLOYEE KILLED; ONE INJURED IN A DUST EXPLOSION,"EXPLOSION,DUST","Misjudgment, Hazardous Situation"
11536,EMPLOYEE FALLS FROM ELEVATED PLATFORM AND SUSTAINS FRACTURES,"ANKLE,ARM,CRANE,FRACTURE,FOOT,HOIST,EQUIPMENT FAILURE,ELBOW,FALLING OBJECT,FALL,ELEVATED WORK PLATFORM",Other
11552,EMPLOYEE WAS INJURED WHEN THE METAL FRAME OF A BUILDING COLL,"STRUCK BY,SKULL,UNSTABLE LOAD,COLLARBONE,FRACTURE,LEG,MATERIAL HANDLING,FALLING OBJECT,COLLAPSE,VERTEBRA,UNSTABLE POSITION",Other
11582,EMPLOYEE IS KILLED WHEN SCAFFOLD COLLAPSES,"FALL,MASONRY WALL,SCAFFOLD","Misjudgment, Hazardous Situation"
11602,EMPLOYEE IS KILLED IN FALLS FROM SECOND FLOOR WHEN BALCONY G,"STRUCTURAL COLLAPSE,FALL,LOST CONTROL,HEAD","Misjudgment, Hazardous Situation"
11610,EMPLOYEE FALLS INTO A HOLE AND DIES,"EXCAVATION,FALL PROTECTION",Other
11664,EMPLOYEE IS OVERCOME AND IS KILLED BY SMOKE INHALATION,"SMOKE INHALATION,CHIMNEY,FIRE,FIRE FIGHTER",Other
11669,EMPLOYEE KILLED WHEN STRUCK BY A TRUCK,"STRUCK BY,TRUCK,RUN OVER","Misjudgment, Hazardous Situation"
11691,EMPLOYEE IS BURNED WHILE WORKING ON ELECTRICAL EQUIPMENT,"PROTECTIVE CLOTHING,LOCKOUT,HAND,TEST EQUIPMENT,BURN,ELECTRICAL","Misjudgment, Hazardous Situation"
11694,EMPLOYEE IS KILLED FROM CARBON MONOXIDE EXPOSURE,"TOXIC ATMOSPHERE,CARBON MONOXIDE,ASPHYXIATED","Misjudgment, Hazardous Situation"
11740,EMPLOYEE FALLS FROM CARPORT AND IS KILLED,"FALL,HEAD,NECK","Misjudgment, Hazardous Situation"
11751,EMPLOYEE CATCHES FINGER INSIDE CLUSTER MIXER AND AMPUTATES T,"AMPUTATED,BLADE,CAUGHT BY,AMPUTATION,MIXER BLADE,FINGER","Misjudgment, Hazardous Situation"
11770,EMPLOYEE AMPUTATES FINGERS FROM CONTACT WITH ROTATING SAW BL,"ROTATING PARTS,TABLE SAW,BLADE,PORTABLE POWER TOOL,LACERATION,FINGER,UNGUARDED,AMPUTATION",Safety Devices Removed/Inoperable
11781,EMPLOYEE FALLS FROM LADDER TO THE GROUND AND IS KILLED,"FALL PROTECTION,HEAD,ROOF,LADDER",Other
11785,EMPLOYEE IS CAUGHT IN MULLER MIXER AND KILLED,"CAUGHT IN,LACERATION,LOCKOUT/TAGOUT,CRUSHED,STRUCK BY,CONFINED SPACE",Malfunction In Securing/Warning Op
11790,EMPLOYEE FALLS FROM LADDER AND IS KILLED,"BRAIN,FALL,HEAD,LADDER",Other
11845,EMPLOYEE'S LITTLE FINGER IS CAUGHT BY HYDRAULIC CLAMP AND IS,"CAUGHT IN,FINGER,AMPUTATION,MACHINE GUARDING,DRILL,CRUSHING,AMPUTATED",Other
11856,EMPLOYEE FALLS THROUGH CHUTE/SHAFT AND IS KILLED,"FALL,FLOOR OPENING","Misjudgment, Hazardous Situation"
11905,AN EMPLOYEE DIES AFTER BEING STRUCK BY A PASSING CAR,"PROTECTIVE CLOTHING,VEHICLE,MOTOR VEHICLE,MARKING,HIGHWAY,STRUCK BY",Other
11910,EMPLOYEE DIES FROM HEART ATTACK,"VOMIT,AGRICULTURE,CHEST,CARDIOVASC DISEASE,CARDIAC ARREST,HEART ATTACK,HEART",Other
11914,WORKER'S HAND IS CRUSHED BY FALLING PIPE,"PIPE,CAUGHT BETWEEN,FALLING OBJECT,HAND,RIGGING,RESIDENTIAL CONSTRUCTION,HOIST,CRUSHED,STRUCK BY,PLUMBING",Insufficient /Lack/Engineering Controls
11954,EMPLOYEES ARE EXPOSED TO CHLORINE DIOXIDE EMISSIONS AT A MAN,"RESPIRATORY,RESPIRATORY TRACT,CHEMICAL","Misjudgment, Hazardous Situation"
11955,EMPLOYEE FALLS FROM SCAFFOLD AND SUSTAINS FRACTURED SKULL AN,"STRUCK BY,VERTEBRA,FALL,METAL SHEET,SCAFFOLD,ROOF,FRACTURE,ELEVATED WORK PLATFORM,SKULL",Other
11968,EMPLOYEE IS KILLED WHEN STRUCK BY TREE BRANCH,"TREE TRIMMING,HEAD,FALLING OBJECT,TREE LIMB,STRUCK BY",Other
11972,EMPLOYEE IS STRUCK BY TREE STUMP AND INJURES BACK,"STRUCK BY,LOG,BACK,TREE STUMPING",Other
11977,EMPLOYEE'S HAND AND FOREARM ARE BURNED WHILE TRANSFERRING HO,"BURN,FOOD PREPARATION","Misjudgment, Hazardous Situation"
12027,EMPLOYEE PINNED BETWEEN TRACTOR TRAILOR AND FRONT END LOADER,"PINNED,STRUCK BY,TRACTOR TRAILER,FRONT END LOADER,LEG,TORSO",Other
12039,EMPLOYEE'S ARM IS CAUGHT IN RUNNING CONVEYOR BELT GROOVED PU,"CAUGHT IN,ARM,CONVEYOR,AMPUTATION,MACHINE GUARDING,CLEANING,AMPUTATED,ROTATING PARTS","Misjudgment, Hazardous Situation"
12040,EMPLOYEE IS ENGULFED IN GRAIN AND KILLED,"STRUCTURAL COLLAPSE,GRAIN ELEVATOR,RAILROAD,FLOWING MATERIAL,ASPHYXIATED",Insufficient/Lack/Housekeeping Program
12046,EMPLOYEE INJURES TORSO IN FALL FROM SCAFFOLD,"TORSO,FALL,LOST BALANCE,SCAFFOLD",Safety Devices Removed/Inoperable
12054,WORKER FOUND DECEASED IN A COMPANY VEHICLE,"BEE STING,ALLERGIC REACTION",Other
12059,EMPLOYEE FOUND UNRESPONSIVE BY HOME OWNER DURING HVAC INSTAL,UNCONSCIOUSNESS,Other
12070,EMPLOYEE STRUCK BY DUMP TRUCK IS KILLED,"STRUCK BY,DUMP TRUCK,HIGHWAY","Misjudgment, Hazardous Situation"
12071,EMPLOYEE FALLS 6 FEET INTO PRODUCTION STAGE PIT AND IS INJUR,"STRUCK AGAINST,LACERATION,HEAD,WORK PLATFORM,ELBOW,FALL","Misjudgment, Hazardous Situation"
12074,EMPLOYEE FALLS FROM SCISSOR LIFT AND INCURS MULTIPLE FRACTUR,"VERTEBRA,HIP,FRACTURE,FOOT,FALL PROTECTION,ELEC UTILITY WORK,FALL,WRIST,CONSTRUCTION,AERIAL LIFT",Other
12079,EMPLOYEE'S FINGER IS AMPUTATED WHEN CAUGHT BETWEEN DIES OF M,"CAUGHT IN,CAUGHT BETWEEN,HEAT,AMPUTATION,MACHINE GUARDING,LOCKOUT/TAGOUT,FINGER",Other
12098,EMPLOYEE IS STRUCK AND KILLED WHEN AIR COMPRESSOR EXPLODES,"STRUCK BY,PRESSURE VESSEL,AIR PRESSURE,ACCIDENTAL DISCHARGE,EXPLOSION",Safety Devices Removed/Inoperable
12108,EMPLOYEE FALLS FROM PATIO DOOR AND IS KILLED,"RIB,FRACTURE,FALL,SKULL,STRUCK AGAINST","Misjudgment, Hazardous Situation"
12110,EMPLOYEE IS ELECTROCUTED WHILE PERFORMING MAINTENANCE AND RE,"ELECTRICAL,ELECTROCUTED,LOCKOUT/TAGOUT",Other
12112,EMPLOYEE KILLED WHILE PLACING CONCRETE MANHOLE SECTION,"STRUCTURAL COLLAPSE,FALLING OBJECT,EXCAVATION,STRUCK BY",Mater-Handling Procedure Inappropriate
12118,EMPLOYEE FALLS FROM A PUMP JACK SCAFFOLD AND IS KILLED,"ELEVATED WORK PLATFORM,JACK,RESIDENTIAL CONSTRUCTION,SCAFFOLD,FALL",Other
12124,EMPLOYEE IS RUN OVER AND KILLED,"TORSO,HEAD,RUN OVER,MOTOR VEHICLE",Other
12130,EMPLOYEE FALLS FROM LADDER AND IS INJURED,"SPINE,FALL,FRACTURE,LADDER",Distracting Actions By Others
12131,EMPLOYEE IS KILLED WHEN STRUCK BY METAL FROM EXPLODING ELECT,"STRUCK BY,EXPLOSION,ELECTRIC MOTOR,FLYING OBJECT,FRACTURE,SKULL",Other
12133,EMPLOYEE'S ARM IS INJURED WHILE SANITIZING DIPPING TANK,"ABRASION,CAUGHT BY,LOCKOUT/TAGOUT,MAINTENANCE,MACHINE GUARDING,CONVEYOR,ARM","Misjudgment, Hazardous Situation"
12136,EMPLOYEE IS FOUND UNRESPONSIVE; LATER DIES AT HOSPITAL,"UNCONSCIOUSNESS,CPR,FIRE FIGHTER,HEART ATTACK,MOTOR VEHICLE",Other
12140,EMPLOYEE KILLED IN HIT AND RUN ACCIDENT,"STRUCK BY,RUN OVER,HIGHWAY SHOULDER,HIGHWAY,TOWED EQUIPMENT,TOW TRUCK",Insufficient /Lack/Protective Work Clothing/Equipment
12141,EMPLOYEE DIES AFTER ELECTROCUTION,"CONDUIT,ELECTRICIAN,LOCKOUT/TAGOUT,ELECTROCUTED,ELECTRICAL","Misjudgment, Hazardous Situation"
12144,WORKER DIES FROM MEDICAL CONDITION,"UNCONSCIOUSNESS,HEART ATTACK",Other
12162,EMPLOYEE'S FINGERS ARE AMPUTATED WHEN USING A SHEAR,"CRUSHED,FINGER,AMPUTATION",Safety Devices Removed/Inoperable
12174,EMPLOYEE FRACTURES HEEL WHEN CAUGHT BETWEEN LIFT AND WALL,"CAUGHT BETWEEN,FRACTURE,INDUSTRIAL TRUCK,FOOT",Other
12177,EMPLOYEE IS CAUGHT IN A TRENCH CAVE-IN AND IS KILLED,"STRUCTURAL COLLAPSE,CRUSHED,CONCRETE PANEL,TRENCH,CAUGHT IN,CAVE-IN,STRUCK BY",Other
12182,EMPLOYEE IS KILLED DURING ROBBERY,"WORKPLACE VIOLENCE,GUNSHOT",Other
12186,EMPLOYEE IS STRUCK AND KILLED BY FALLING TREE,"STRUCK BY,TREE FELLING,FALLING OBJECT,TREE",Other
12200,EMPLOYEE FRACTURES LEG WHILE OPERATING AN ELECTRIC PALLET JA,"FRACTURE,LEG,POWERED INDUSTRIAL VEHICLE",Other
12205,EMPLOYEE DROWNS AFTER TRUCK ROLLS OVER INTO WATER CANAL,"TRUCK,DROWN,ROLL-OVER,AGRICULTURE",Other
12206,EMPLOYEE IS KILLED WHEN GRINDER KICKS BACK AND STRIKES EMPLO,"STRUCK BY,PORTABLE POWER TOOL,DEMOLITION,KICK BACK,MACHINE GUARDING","Misjudgment, Hazardous Situation"
12208,EMPLOYEE IS ELECTROCUTED WHILE PULLING ELECTRICAL LINE,"ELECTROCUTED,OVERHEAD POWER LINE,POWER LINES",Other
12219,EMPLOYEE PULLING DUMMY DURING TRAINING FALLS AND IS INJURED,"PPE,WORK RULES,FALLING OBJECT,MATERIAL HANDLING,LOADING,HIP,FALL,STRUCK BY",Other
12225,EMPLOYEE STRUCK BY PALLET JACK AND SUSTAINS LEG INJURY,"STRUCK BY,LEG,POWERED INDUSTRIAL VEHICLE",Position Inappropriate For Task
12230,EMPLOYEE'S FINGER IS AMPUTATED WHILE WORKING WITH A PUNCH PR,"PUNCH PRESS,TONGS,AMPUTATED,FINGER",Other
12237,EMPLOYEE IS KILLED BY FALLING TREE,"TREE TRIMMING,CRANE,FALLING OBJECT,POWER LINES,RIDING ON EQUIPMENT,LOGGING,AGRICULTURE,CHAIN SAW,CRUSHING,STRUCK BY,ASPHYXIATED",Other
12239,EMPLOYEE DIES FROM HEAT TRAUMA,"STRUCK BY,STRUCK AGAINST,HEAD",Other
12248,"EMPLOYEE''S HAND IS CAUGHT BY DRILL BIT AND SEVERELY INJURED,","ROTATING PARTS,CAUGHT BY,HAND,DRILL","Misjudgment, Hazardous Situation"
12249,EMPLOYEE IS KILLED FALLING FROM ROOF,"STRUCK AGAINST,ROOF,UNGUARDED,FALL,HEAD,FALL PROTECTION",Insufficient /Lack/Engineering Controls
12259,EMPLOYEE'S LEG IS FRACTURED WHEN STRUCK BY BED FRAME,"PALLET,LEG,MATERIAL HANDLING,FRACTURE,STRUCK BY,POWERED INDUSTRIAL VEHICLE",Other
12260,EMPLOYEE CONTACTS ENERGIZED POWER LINE AND IS ELECTROCUTED,"POWER LINE WORKER,ELECTROCUTED","Misjudgment, Hazardous Situation"
12261,EMPLOYEE IS CRUSHED AND KILLED BY SKID STEER BUCKET,"SKIDDER,HOIST,JACK,POWERED INDUSTRIAL VEHICLE,FRACTURE,HYDRAULIC LIFT,ASPHYXIATED,CRUSHING,STRUCK BY",Insufficient /Lack/Engineering Controls
12279,EMPLOYEE KILLED FROM PIPELINE IGNITION.,COMBUSTIBLE LIQUID,"Misjudgment, Hazardous Situation"
12280,EMPLOYEE'S HAND IS CRUSHED WHEN MOVING EQUIPMENT,"CRUSHING,GLOVE,HAND,CAUGHT BETWEEN,ROLLER--MACH/PART",Mater-Handling Procedure Inappropriate
