10199,low
10200,low
10201,low
10202,low
10203,low
10204,low
10205,low
10206,low
10207,low
10208,low
10209,low
10210,low
10211,low
10212,low
10213,low
10214,low
10215,low
10216,low
10217,low
10218,low
10219,low
10220,low
10221,low
10222,low
10223,low
10224,low
10225,low
10226,low
10227,low
10228,low
10229,low
10230,low
10231,low
10232,low
10233,low
10234,low
10235,low
10236,low
10237,low
10238,low
10239,low
10240,low
10241,low
10242,low
10243,low
10244,low
10245,low
10246,low
10247,low
10248,low
10249,low
10250,low
10251,low
10252,low
10253,low
10254,low
10255,low
10256,medium
10257,medium
10258,medium
10259,medium
10260,medium
10261,medium
10262,medium
10263,medium
10264,medium
10265,medium
10266,medium
10267,medium
10268,high
10269,low
10270,medium
10271,medium
10272,medium
10273,medium
10274,low
10275,low
10276,low
10277,low
10278,low
10279,low
10280,low
10281,low
10282,low
10283,low
10284,low
10285,low
10286,low
10287,low
10288,low
10289,low
10290,low
10291,low
10292,low
10293,low
10294,low
10295,medium
10296,medium
10297,medium
10298,medium
10299,medium
10300,medium
10301,medium
10302,medium
10303,medium
10304,medium
10305,medium
10306,medium
10307,high
10308,low
10309,medium
10310,medium
10311,medium
10312,medium
10313,low
10314,low
10315,low
10316,low
10317,low
10318,low
10319,low
10320,low
10321,low
10322,low
10323,low
10324,low
10325,low
10326,low
10327,low
10328,low
10329,low
10330,low
10331,low
10332,low
10333,low
10334,medium
10335,medium
10336,medium
10337,medium
10338,medium
10339,medium
10340,medium
10341,medium
10342,medium
10343,medium
10344,medium
10345,medium
10346,high
10347,low
10348,medium
10349,medium
10350,medium
10351,medium
10352,low
10353,low
10354,low
10355,low
10356,low
10357,low
10358,low
10359,low
10360,low
10361,low
10362,low
10363,low
10364,low
10365,low
10366,low
10367,low
10368,low
10369,low
10370,low
10371,low
10372,low
10373,medium
10374,medium
10375,medium
10376,medium
10377,medium
10378,medium
10379,medium
10380,medium
10381,medium
10382,medium
10383,medium
10384,medium
10385,high
10386,low
10387,medium
10388,medium
10389,medium
10390,medium
10391,low
10392,low
10393,low
10394,low
10395,low
10396,low
10397,low
10398,low
10399,low
10400,low
10401,low
10402,low
10403,low
10404,low
10405,low
10406,low
10407,low
10408,low
10409,low
10410,low
10411,low
10412,medium
10413,medium
10414,medium
10415,medium
10416,medium
10417,medium
10418,medium
10419,medium
10420,medium
10421,medium
10422,medium
10423,medium
10424,high
10425,low
10426,medium
10427,medium
10428,medium
10429,medium
10430,low
10431,low
10432,low
10433,low
10434,low
10435,low
10436,low
10437,low
10438,low
10439,low
10440,low
10441,low
10442,low
10443,low
10444,low
10445,low
10446,low
10447,low
10448,low
10449,low
10450,low
10451,medium
10452,medium
10453,medium
10454,medium
10455,medium
10456,medium
10457,medium
10458,medium
10459,medium
10460,medium
10461,medium
10462,medium
10463,high
10464,low
10465,medium
10466,medium
10467,medium
10468,medium
10469,low
10470,low
10471,low
10472,low
10473,low
10474,low
10475,low
10476,low
10477,low
10478,low
10479,low
10480,low
10481,low
10482,low
10483,low
10484,low
10485,low
10486,low
10487,low
10488,low
10489,low
10490,medium
10491,medium
10492,medium
10493,medium
10494,medium
10495,medium
10496,medium
10497,medium
10498,medium
10499,medium
10500,medium
10501,medium
10502,high
10503,low
10504,medium
10505,medium
10506,medium
10507,medium
10508,low
10509,low
10510,low
10511,low
10512,low
10513,low
10514,low
10515,low
10516,low
10517,low
10518,low
10519,low
10520,low
10521,low
10522,low
10523,low
10524,low
10525,low
10526,low
10527,low
10528,low
10529,medium
10530,medium
10531,medium
10532,medium
10533,medium
10534,medium
10535,medium
10536,medium
10537,medium
10538,medium
10539,medium
10540,medium
10541,high
10542,low
10543,medium
10544,medium
10545,medium
10546,medium
10547,low
10548,low
10549,low
10550,low
10551,low
10552,low
10553,low
10554,low
10555,low
10556,low
10557,low
10558,low
10559,low
10560,low
10561,low
10562,low
10563,low
10564,low
10565,low
10566,low
10567,low
10568,medium
10569,medium
10570,medium
10571,medium
10572,medium
10573,medium
10574,medium
10575,medium
10576,medium
10577,medium
10578,medium
10579,medium
10580,high
10581,low
10582,medium
10583,medium
10584,medium
10585,medium
10586,low
10587,low
10588,low
10589,low
10590,low
10591,low
10592,low
10593,low
10594,low
10595,low
10596,low
10597,low
10598,low
10599,low
10600,low
10601,low
10602,low
10603,low
10604,low
10605,low
10606,low
10607,medium
10608,medium
10609,medium
10610,medium
10611,medium
10612,medium
10613,medium
10614,medium
10615,medium
10616,medium
10617,medium
10618,medium
10619,high
10620,low
10621,medium
10622,medium
10623,medium
10624,medium
10625,low
10626,low
10627,low
10628,low
10629,low
10630,low
10631,low
10632,low
10633,low
10634,low
10635,low
10636,low
10637,low
10638,low
10639,low
10640,low
10641,low
10642,low
10643,low
10644,low
10645,low
10646,medium
10647,medium
10648,medium
10649,medium
10650,medium
10651,medium
10652,medium
10653,medium
10654,medium
10655,medium
10656,medium
10657,medium
10658,high
10659,low
10660,medium
10661,medium
10662,medium
10663,medium
10664,low
10665,low
10666,low
10667,low
10668,low
10669,low
10670,low
10671,low
10672,low
10673,low
10674,low
10675,low
10676,low
10677,low
10678,low
10679,low
10680,low
10681,low
10682,low
10683,low
10684,low
10685,medium
10686,medium
10687,medium
10688,medium
10689,medium
10690,medium
10691,medium
10692,medium
10693,medium
10694,medium
10695,medium
10696,medium
10697,high
10698,low
10699,medium
10700,medium
10701,medium
10702,medium
10703,low
10704,low
10705,low
10706,low
10707,low
10708,low
10709,low
10710,low
10711,low
10712,low
10713,low
10714,low
10715,low
10716,low
10717,low
10718,low
10719,low
10720,low
10721,low
10722,low
10723,low
10724,medium
10725,medium
10726,medium
10727,medium
10728,medium
10729,medium
10730,medium
10731,medium
10732,medium
10733,medium
10734,medium
10735,medium
10736,high
10737,low
10738,medium
10739,medium
10740,medium
10741,medium
10742,low
10743,low
10744,low
10745,low
10746,low
10747,low
10748,low
10749,low
10750,low
10751,low
10752,low
10753,low
10754,low
10755,low
10756,low
10757,low
10758,low
10759,low
10760,low
10761,low
10762,low
10763,medium
10764,medium
10765,medium
10766,medium
10767,medium
10768,medium
10769,medium
10770,medium
10771,medium
10772,medium
10773,medium
10774,medium
10775,high
10776,low
10777,medium
10778,medium
10779,medium
10780,medium
10781,low
10782,low
10783,low
10784,low
10785,low
10786,low
10787,low
10788,low
10789,low
10790,low
10791,low
10792,low
10793,low
10794,low
10795,low
10796,low
10797,low
10798,low
10799,low
10800,low
10801,low
10802,medium
10803,medium
10804,medium
10805,medium
10806,medium
10807,medium
10808,medium
10809,medium
10810,medium
10811,medium
10812,medium
10813,medium
10814,high
10815,low
10816,medium
10817,medium
10818,medium
10819,medium
10820,low
10821,low
10822,low
10823,low
10824,low
10825,low
10826,low
10827,low
10828,low
10829,low
10830,low
10831,low
10832,low
10833,low
10834,low
10835,low
10836,low
10837,low
10838,low
10839,low
10840,low
10841,medium
10842,medium
10843,medium
10844,medium
10845,medium
10846,medium
10847,medium
10848,medium
10849,medium
10850,medium
10851,medium
10852,medium
10853,high
10854,low
10855,medium
10856,medium
10857,medium
10858,medium
10859,low
10860,low
10861,low
10862,low
10863,low
10864,low
10865,low
10866,low
10867,low
10868,low
10869,low
10870,low
10871,low
10872,low
10873,low
10874,low
10875,low
10876,low
10877,low
10878,low
10879,low
10880,medium
10881,medium
10882,medium
10883,medium
10884,medium
10885,medium
10886,medium
10887,medium
10888,medium
10889,medium
10890,medium
10891,medium
10892,high
10893,low
10894,medium
10895,medium
10896,medium
10897,medium
10898,low
10899,low
10900,low
10901,low
10902,low
10903,low
10904,low
10905,low
10906,low
10907,low
10908,low
10909,low
10910,low
10911,low
10912,low
10913,low
10914,low
10915,low
10916,low
10917,low
10918,low
10919,medium
10920,medium
10921,medium
10922,medium
10923,medium
10924,medium
10925,medium
10926,medium
10927,medium
10928,medium
10929,medium
10930,medium
10931,high
10932,low
10933,medium
10934,medium
10935,medium
10936,medium
10937,low
10938,low
10939,low
10940,low
10941,low
10942,low
10943,low
10944,low
10945,low
10946,low
10947,low
10948,low
10949,low
10950,low
10951,low
10952,low
10953,low
10954,low
10955,low
10956,low
10957,low
10958,medium
10959,medium
10960,medium
10961,medium
10962,medium
10963,medium
10964,medium
10965,medium
10966,medium
10967,medium
10968,medium
10969,medium
10970,high
10971,low
10972,medium
10973,medium
10974,medium
10975,medium
10976,low
10977,low
10978,low
10979,low
10980,low
10981,low
10982,low
10983,low
10984,low
10985,low
10986,low
10987,low
10988,low
10989,low
10990,low
10991,low
10992,low
10993,low
10994,low
10995,low
10996,low
10997,medium
10998,medium
10999,medium
11000,medium
11001,medium
11002,medium
11003,medium
11004,medium
11005,medium
11006,medium
11007,medium
11008,medium
11009,high
11010,low
11011,medium
11012,medium
11013,medium
11014,medium
11015,low
11016,low
11017,low
11018,low
11019,low
11020,low
11021,low
11022,low
11023,low
11024,low
11025,low
11026,low
11027,low
11028,low
11029,low
11030,low
11031,low
11032,low
11033,low
11034,low
11035,low
11036,medium
11037,medium
11038,medium
11039,medium
11040,medium
11041,medium
11042,medium
11043,medium
11044,medium
11045,medium
11046,medium
11047,medium
11048,high
11049,low
11050,medium
11051,medium
11052,medium
11053,medium
11054,low
11055,low
11056,low
11057,low
11058,low
11059,low
11060,low
11061,low
11062,low
11063,low
11064,low
11065,low
11066,low
11067,low
11068,low
11069,low
11070,low
11071,low
11072,low
11073,low
11074,low
11075,medium
11076,medium
11077,medium
11078,medium
11079,medium
11080,medium
11081,medium
11082,medium
11083,medium
11084,medium
11085,medium
11086,medium
11087,high
11088,low
11089,medium
11090,medium
11091,medium
11092,medium
11093,low
11094,low
11095,low
11096,low
11097,low
11098,low
11099,low
11100,low
11101,low
11102,low
11103,low
11104,low
11105,low
11106,low
11107,low
11108,low
11109,low
11110,low
11111,low
11112,low
11113,low
11114,medium
11115,medium
11116,medium
11117,medium
11118,medium
11119,medium
11120,medium
11121,medium
11122,medium
11123,medium
11124,medium
11125,medium
11126,high
11127,low
11128,medium
11129,medium
11130,medium
11131,medium
11132,low
11133,low
11134,low
11135,low
11136,low
11137,low
11138,low
11139,low
11140,low
11141,low
11142,low
11143,low
11144,low
11145,low
11146,low
11147,low
11148,low
11149,low
11150,low
11151,low
11152,low
11153,medium
11154,medium
11155,medium
11156,medium
11157,medium
11158,medium
11159,medium
11160,medium
11161,medium
11162,medium
11163,medium
11164,medium
11165,high
11166,low
11167,medium
11168,medium
11169,medium
11170,medium
11171,low
11172,low
11173,low
11174,low
11175,low
11176,low
11177,low
11178,low
11179,low
11180,low
11181,low
11182,low
11183,low
11184,low
11185,low
11186,low
11187,low
11188,low
11189,low
11190,low
11191,low
11192,medium
11193,medium
11194,medium
11195,medium
11196,medium
11197,medium
11198,medium
11199,medium
11200,medium
11201,medium
11202,medium
11203,medium
11204,high
11205,low
11206,medium
11207,medium
11208,medium
11209,medium
11210,low
11211,low
11212,low
11213,low
11214,low
11215,low
11216,low
11217,low
11218,low
11219,low
11220,low
11221,low
11222,low
11223,low
11224,low
11225,low
11226,low
11227,low
11228,low
11229,low
11230,low
11231,medium
11232,medium
11233,medium
11234,medium
11235,medium
11236,medium
11237,medium
11238,medium
11239,medium
11240,medium
11241,medium
11242,medium
11243,high
11244,low
11245,medium
11246,medium
11247,medium
11248,medium
11249,low
11250,low
11251,low
11252,low
11253,low
11254,low
11255,low
11256,low
11257,low
11258,low
11259,low
11260,low
11261,low
11262,low
11263,low
11264,low
11265,low
11266,low
11267,low
11268,low
11269,low
11270,medium
11271,medium
11272,medium
11273,medium
11274,medium
11275,medium
11276,medium
11277,medium
11278,medium
11279,medium
11280,medium
11281,medium
11282,high
11283,low
11284,medium
11285,medium
11286,medium
11287,medium
11288,low
11289,low
11290,low
11291,low
11292,low
11293,low
11294,low
11295,low
11296,low
11297,low
11298,low
11299,low
11300,low
11301,low
11302,low
11303,low
11304,low
11305,low
11306,low
11307,low
11308,low
11309,medium
11310,medium
11311,medium
11312,medium
11313,medium
11314,medium
11315,medium
11316,medium
11317,medium
11318,medium
11319,medium
11320,medium
11321,high
11322,low
11323,medium
11324,medium
11325,medium
11326,medium
11327,low
11328,low
11329,low
11330,low
11331,low
11332,low
11333,low
11334,low
11335,low
11336,low
11337,low
11338,low
11339,low
11340,low
11341,low
11342,low
11343,low
11344,low
11345,low
11346,low
11347,low
11348,medium
11349,medium
11350,medium
11351,medium
11352,medium
11353,medium
11354,medium
11355,medium
11356,medium
11357,medium
11358,medium
11359,medium
11360,high
11361,low
11362,medium
11363,medium
11364,medium
11365,medium
11366,low
11367,low
11368,low
11369,low
11370,low
11371,low
11372,low
11373,low
11374,low
11375,low
11376,low
11377,low
11378,low
11379,low
11380,low
11381,low
11382,low
11383,low
11384,low
11385,low
11386,low
11387,medium
11388,medium
11389,medium
11390,medium
11391,medium
11392,medium
11393,medium
11394,medium
11395,medium
11396,medium
11397,medium
11398,medium
11399,high
11400,low
11401,medium
11402,medium
11403,medium
11404,medium
11405,low
11406,low
11407,low
11408,low
11409,low
11410,low
11411,low
11412,low
11413,low
11414,low
11415,low
11416,low
11417,low
11418,low
11419,low
11420,low
11421,low
11422,low
11423,low
11424,low
11425,low
11426,medium
11427,medium
11428,medium
11429,medium
11430,medium
11431,medium
11432,medium
11433,medium
11434,medium
11435,medium
11436,medium
11437,medium
11438,high
11439,low
11440,medium
11441,medium
11442,medium
11443,medium
11444,low
11445,low
11446,low
11447,low
11448,low
11449,low
11450,low
11451,low
11452,low
11453,low
11454,low
11455,low
11456,low
11457,low
11458,low
11459,low
11460,low
11461,low
11462,low
11463,low
11464,low
11465,medium
11466,medium
11467,medium
11468,medium
11469,medium
11470,medium
11471,medium
11472,medium
11473,medium
11474,medium
11475,medium
11476,medium
11477,high
11478,low
11479,medium
11480,medium
11481,medium
11482,medium
11483,low
11484,low
11485,low
11486,low
11487,low
11488,low
11489,low
11490,low
11491,low
11492,low
11493,low
11494,low
11495,low
11496,low
11497,low
11498,low
11499,low
11500,low
11501,low
11502,low
11503,low
11504,medium
11505,medium
11506,medium
11507,medium
11508,medium
11509,medium
11510,medium
11511,medium
11512,medium
11513,medium
11514,medium
11515,medium
11516,high
11517,low
11518,medium
11519,medium
11520,medium
11521,medium
11522,low
11523,low
11524,low
11525,low
11526,low
11527,low
11528,low
11529,low
11530,low
11531,low
11532,low
11533,low
11534,low
11535,low
11536,low
11537,low
11538,low
11539,low
11540,low
11541,low
11542,low
11543,medium
11544,medium
11545,medium
11546,medium
11547,medium
11548,medium
11549,medium
11550,medium
11551,medium
11552,medium
11553,medium
11554,medium
11555,high
11556,low
11557,medium
11558,medium
11559,medium
11560,medium
11561,low
11562,low
11563,low
11564,low
11565,low
11566,low
11567,low
11568,low
11569,low
11570,low
11571,low
11572,low
11573,low
11574,low
11575,low
11576,low
11577,low
11578,low
11579,low
11580,low
11581,low
11582,medium
11583,medium
11584,medium
11585,medium
11586,medium
11587,medium
11588,medium
11589,medium
11590,medium
11591,medium
11592,medium
11593,medium
11594,high
11595,low
11596,medium
11597,medium
11598,medium
11599,medium
11600,low
11601,low
11602,low
11603,low
11604,low
11605,low
11606,low
11607,low
11608,low
11609,low
11610,low
11611,low
11612,low
11613,low
11614,low
11615,low
11616,low
11617,low
11618,low
11619,low
11620,low
11621,medium
11622,medium
11623,medium
11624,medium
11625,medium
11626,medium
11627,medium
11628,medium
11629,medium
11630,medium
11631,medium
11632,medium
11633,high
11634,low
11635,medium
11636,medium
11637,medium
11638,medium
11639,low
11640,low
11641,low
11642,low
11643,low
11644,low
11645,low
11646,low
11647,low
11648,low
11649,low
11650,low
11651,low
11652,low
11653,low
11654,low
11655,low
11656,low
11657,low
11658,low
11659,low
11660,medium
11661,medium
11662,medium
11663,medium
11664,medium
11665,medium
11666,medium
11667,medium
11668,medium
11669,medium
11670,medium
11671,medium
11672,high
11673,low
11674,medium
11675,medium
11676,medium
11677,medium
11678,low
11679,low
11680,low
11681,low
11682,low
11683,low
11684,low
11685,low
11686,low
11687,low
11688,low
11689,low
11690,low
11691,low
11692,low
11693,low
11694,low
11695,low
11696,low
11697,low
11698,low
11699,medium
11700,medium
11701,medium
11702,medium
11703,medium
11704,medium
11705,medium
11706,medium
11707,medium
11708,medium
11709,medium
11710,medium
11711,high
11712,low
11713,medium
11714,medium
11715,medium
11716,medium
11717,low
11718,low
11719,low
11720,low
11721,low
11722,low
11723,low
11724,low
11725,low
11726,low
11727,low
11728,low
11729,low
11730,low
11731,low
11732,low
11733,low
11734,low
11735,low
11736,low
11737,low
11738,medium
11739,medium
11740,medium
11741,medium
11742,medium
11743,medium
11744,medium
11745,medium
11746,medium
11747,medium
11748,medium
11749,medium
11750,high
11751,low
11752,medium
11753,medium
11754,medium
11755,medium
11756,low
11757,low
11758,low
11759,low
11760,low
11761,low
11762,low
11763,low
11764,low
11765,low
11766,low
11767,low
11768,low
11769,low
11770,low
11771,low
11772,low
11773,low
11774,low
11775,low
11776,low
11777,medium
11778,medium
11779,medium
11780,medium
11781,medium
11782,medium
11783,medium
11784,medium
11785,medium
11786,medium
11787,medium
11788,medium
11789,high
11790,low
11791,medium
11792,medium
11793,medium
11794,medium
11795,low
11796,low
11797,low
11798,low
11799,low
11800,low
11801,low
11802,low
11803,low
11804,low
11805,low
11806,low
11807,low
11808,low
11809,low
11810,low
11811,low
11812,low
11813,low
11814,low
11815,low
11816,medium
11817,medium
11818,medium
11819,medium
11820,medium
11821,medium
11822,medium
11823,medium
11824,medium
11825,medium
11826,medium
11827,medium
11828,high
11829,low
11830,medium
11831,medium
11832,medium
11833,medium
11834,low
11835,low
11836,low
11837,low
11838,low
11839,low
11840,low
11841,low
11842,low
11843,low
11844,low
11845,low
11846,low
11847,low
11848,low
11849,low
11850,low
11851,low
11852,low
11853,low
11854,low
11855,medium
11856,medium
11857,medium
11858,medium
11859,medium
11860,medium
11861,medium
11862,medium
11863,medium
11864,medium
11865,medium
11866,medium
11867,high
11868,low
11869,medium
11870,medium
11871,medium
11872,medium
11873,low
11874,low
11875,low
11876,low
11877,low
11878,low
11879,low
11880,low
11881,low
11882,low
11883,low
11884,low
11885,low
11886,low
11887,low
11888,low
11889,low
11890,low
11891,low
11892,low
11893,low
11894,medium
11895,medium
11896,medium
11897,medium
11898,medium
11899,medium
11900,medium
11901,medium
11902,medium
11903,medium
11904,medium
11905,medium
11906,high
11907,low
11908,medium
11909,medium
11910,medium
11911,medium
11912,low
11913,low
11914,low
11915,low
11916,low
11917,low
11918,low
11919,low
11920,low
11921,low
11922,low
11923,low
11924,low
11925,low
11926,low
11927,low
11928,low
11929,low
11930,low
11931,low
11932,low
11933,medium
11934,medium
11935,medium
11936,medium
11937,medium
11938,medium
11939,medium
11940,medium
11941,medium
11942,medium
11943,medium
11944,medium
11945,high
11946,low
11947,medium
11948,medium
11949,medium
11950,medium
11951,low
11952,low
11953,low
11954,low
11955,low
11956,low
11957,low
11958,low
11959,low
11960,low
11961,low
11962,low
11963,low
11964,low
11965,low
11966,low
11967,low
11968,low
11969,low
11970,low
11971,low
11972,medium
11973,medium
11974,medium
11975,medium
11976,medium
11977,medium
11978,medium
11979,medium
11980,medium
11981,medium
11982,medium
11983,medium
11984,high
11985,low
11986,medium
11987,medium
11988,medium
11989,medium
11990,low
11991,low
11992,low
11993,low
11994,low
11995,low
11996,low
11997,low
11998,low
11999,low
12000,low
12001,low
12002,low
12003,low
12004,low
12005,low
12006,low
12007,low
12008,low
12009,low
12010,low
12011,medium
12012,medium
12013,medium
12014,medium
12015,medium
12016,medium
12017,medium
12018,medium
12019,medium
12020,medium
12021,medium
12022,medium
12023,high
12024,low
12025,medium
12026,medium
12027,medium
12028,medium
12029,low
12030,low
12031,low
12032,low
12033,low
12034,low
12035,low
12036,low
12037,low
12038,low
12039,low
12040,low
12041,low
12042,low
12043,low
12044,low
12045,low
12046,low
12047,low
12048,low
12049,low
12050,medium
12051,medium
12052,medium
12053,medium
12054,medium
12055,medium
12056,medium
12057,medium
12058,medium
12059,medium
12060,medium
12061,medium
12062,high
12063,low
12064,medium
12065,medium
12066,medium
12067,medium
12068,low
12069,low
12070,low
12071,low
12072,low
12073,low
12074,low
12075,low
12076,low
12077,low
12078,low
12079,low
12080,low
12081,low
12082,low
12083,low
12084,low
12085,low
12086,low
12087,low
12088,low
12089,medium
12090,medium
12091,medium
12092,medium
12093,medium
12094,medium
12095,medium
12096,medium
12097,medium
12098,medium
12099,medium
12100,medium
12101,high
12102,low
12103,medium
12104,medium
12105,medium
12106,medium
12107,low
12108,low
12109,low
12110,low
12111,low
12112,low
12113,low
12114,low
12115,low
12116,low
12117,low
12118,low
12119,low
12120,low
12121,low
12122,low
12123,low
12124,low
12125,low
12126,low
12127,low
12128,medium
12129,medium
12130,medium
12131,medium
12132,medium
12133,medium
12134,medium
12135,medium
12136,medium
12137,medium
12138,medium
12139,medium
12140,high
12141,low
12142,medium
12143,medium
12144,medium
12145,medium
12146,low
12147,low
12148,low
12149,low
12150,low
12151,low
12152,low
12153,low
12154,low
12155,low
12156,low
12157,low
12158,low
12159,low
12160,low
12161,low
12162,low
12163,low
12164,low
12165,low
12166,low
12167,medium
12168,medium
12169,medium
12170,medium
12171,medium
12172,medium
12173,medium
12174,medium
12175,medium
12176,medium
12177,medium
12178,medium
12179,high
12180,low
12181,medium
12182,medium
12183,medium
12184,medium
12185,low
12186,low
12187,low
12188,low
12189,low
12190,low
12191,low
12192,low
12193,low
12194,low
12195,low
12196,low
12197,low
12198,low
12199,low
12200,low
12201,low
12202,low
12203,low
12204,low
12205,low
12206,medium
12207,medium
12208,medium
12209,medium
12210,medium
12211,medium
12212,medium
12213,medium
12214,medium
12215,medium
12216,medium
12217,medium
12218,high
12219,low
12220,medium
12221,medium
12222,medium
12223,medium
12224,low
12225,low
12226,low
12227,low
12228,low
12229,low
12230,low
12231,low
12232,low
12233,low
12234,low
12235,low
12236,low
12237,low
12238,low
12239,low
12240,low
12241,low
12242,low
12243,low
12244,low
12245,medium
12246,medium
12247,medium
12248,medium
12249,medium
12250,medium
12251,medium
12252,medium
12253,medium
12254,medium
12255,medium
12256,medium
12257,high
12258,low
12259,medium
12260,medium
12261,medium
12262,medium
12263,low
12264,low
12265,low
12266,low
12267,low
12268,low
12269,low
12270,low
12271,low
12272,low
12273,low
12274,low
12275,low
12276,low
12277,low
12278,low
12279,low
12280,low
12281,low
12282,low
12283,low
12284,medium
12285,medium
12286,medium
12287,medium
12288,medium
12289,medium
12290,medium
12291,medium
12292,medium
12293,medium
12294,medium
12295,medium
12296,high
12297,low
12298,medium
12299,medium
12300,medium
12301,medium
12302,low
12303,low
12304,low
12305,low
12306,low
12307,low
12308,low
12309,low
12310,low
12311,low
12312,low
12313,low
12314,low
12315,low
12316,low
12317,low
12318,low
12319,low
12320,low
12321,low
12322,low
12323,medium
12324,medium
12325,medium
12326,medium
12327,medium
12328,medium
12329,medium
12330,medium
12331,medium
12332,medium
12333,medium
12334,medium
12335,high
12336,low
12337,medium
12338,medium
12339,medium
12340,medium
12341,low
12342,low
12343,low
12344,low
12345,low
12346,low
12347,low
12348,low
12349,low
12350,low
12351,low
12352,low
12353,low
12354,low
12355,low
12356,low
12357,low
12358,low
12359,low
12360,low
12361,low
12362,medium
12363,medium
12364,medium
12365,medium
12366,medium
12367,medium
12368,medium
12369,medium
12370,medium
12371,medium
12372,medium
12373,medium
12374,high
12375,low
12376,medium
12377,medium
12378,medium
12379,medium
12380,low
12381,low
12382,low
12383,low
12384,low
12385,low
12386,low
12387,low
12388,low
12389,low
12390,low
12391,low
12392,low
12393,low
12394,low
12395,low
12396,low
12397,low
12398,low
12399,low
12400,low
12401,medium
12402,medium
12403,medium
12404,medium
12405,medium
12406,medium
12407,medium
12408,medium
12409,medium
12410,medium
12411,medium
12412,medium
12413,high
12414,low
12415,medium
12416,medium
12417,medium
12418,medium
12419,low
12420,low
12421,low
12422,low
12423,low
12424,low
12425,low
12426,low
12427,low
12428,low
12429,low
12430,low
12431,low
12432,low
12433,low
12434,low
12435,low
12436,low
12437,low
12438,low
12439,low
12440,medium
12441,medium
12442,medium
12443,medium
12444,medium
12445,medium
12446,medium
12447,medium
12448,medium
12449,medium
12450,medium
12451,medium
12452,high
12453,low
12454,medium
12455,medium
12456,medium
12457,medium
12458,low
12459,low
12460,low
12461,low
12462,low
12463,low
12464,low
12465,low
12466,low
12467,low
12468,low
12469,low
12470,low
12471,low
12472,low
12473,low
12474,low
12475,low
12476,low
12477,low
12478,low
12479,medium
12480,medium
12481,medium
12482,medium
12483,medium
12484,medium
12485,medium
12486,medium
12487,medium
12488,medium
12489,medium
12490,medium
12491,high
12492,low
12493,medium
12494,medium
12495,medium
12496,medium
12497,low
12498,low
12499,low
12500,low
12501,low
12502,low
12503,low
12504,low
12505,low
12506,low
12507,low
12508,low
12509,low
12510,low
12511,low
12512,low
12513,low
12514,low
12515,low
12516,low
12517,low
12518,medium
12519,medium
12520,medium
12521,medium
12522,medium
12523,medium
12524,medium
12525,medium
12526,medium
12527,medium
12528,medium
12529,medium
12530,high
12531,low
12532,medium
12533,medium
12534,medium
12535,medium
12536,low
12537,low
12538,low
12539,low
12540,low
12541,low
12542,low
12543,low
12544,low
12545,low
12546,low
12547,low
12548,low
12549,low
12550,low
12551,low
12552,low
12553,low
12554,low
12555,low
12556,low
12557,medium
12558,medium
12559,medium
12560,medium
12561,medium
12562,medium
12563,medium
12564,medium
12565,medium
12566,medium
12567,medium
12568,medium
12569,high
12570,low
12571,medium
12572,medium
12573,medium
12574,medium
12575,low
12576,low
12577,low
12578,low
12579,low
12580,low
12581,low
12582,low
12583,low
12584,low
12585,low
12586,low
12587,low
12588,low
12589,low
12590,low
12591,low
12592,low
12593,low
12594,low
12595,low
12596,medium
12597,medium
